id,title,price,currency,condition,date_created,permalink,thumbnail,city,state,seller_id,seller_name,is_car_dealer,year,km,brand,model,version,fuel,transmission,color,doors,engine
MLU1336065906,Chevrolet Prisma 1.4 Ltz At 98cv,11200,USD,used,2026-04-24T15:30:33.424Z,https://auto.mercadolibre.com.uy/MLU-1336065906-chevrolet-prisma-14-ltz-at-98cv-_JM,http://http2.mlstatic.com/D_955424-MLU110844122841_042026-I.jpg,Juanicó,Canelones,186917697,DIDA8174574,False,2017,139800 km,Chevrolet,Prisma,,Nafta,Automática,Azul,4,1400 cc
MLU1336064486,Volkswagen Polo 2021 Highline Extra Full Inmaculado Vendo !,17490,USD,used,2026-04-24T12:58:49.814Z,https://auto.mercadolibre.com.uy/MLU-1336064486-volkswagen-polo-2021-highline-extra-full-inmaculado-vendo--_JM,http://http2.mlstatic.com/D_771140-MLU109935624998_042026-I.jpg,Goes,Montevideo,240979213,ROVELLAAUTOMOVILES,True,2021,67000 km,Volkswagen,Polo,,Nafta,Manual,Gris,5,1600 cc
MLU1336069660,Suzuki Celerio 1.0 Gl 5p,8500,USD,used,2026-04-24T21:27:02.677Z,https://auto.mercadolibre.com.uy/MLU-1336069660-suzuki-celerio-10-gl-5p-_JM,http://http2.mlstatic.com/D_966121-MLU109949553306_042026-I.jpg,Carrasco,Montevideo,15598168,OLMEDOJORGE61,False,2019,180000 km,Suzuki,Celerio,,Nafta,Manual,Rojo,5,1000 cc
MLU1336064486,Volkswagen Polo 2021 Highline Extra Full Inmaculado Vendo !,17490,USD,used,2026-04-24T12:58:49.814Z,https://auto.mercadolibre.com.uy/MLU-1336064486-volkswagen-polo-2021-highline-extra-full-inmaculado-vendo--_JM,http://http2.mlstatic.com/D_771140-MLU109935624998_042026-I.jpg,Goes,Montevideo,240979213,ROVELLAAUTOMOVILES,True,2021,67000 km,Volkswagen,Polo,,Nafta,Manual,Gris,5,1600 cc
MLU1336069660,Suzuki Celerio 1.0 Gl 5p,8500,USD,used,2026-04-24T21:27:02.677Z,https://auto.mercadolibre.com.uy/MLU-1336069660-suzuki-celerio-10-gl-5p-_JM,http://http2.mlstatic.com/D_966121-MLU109949553306_042026-I.jpg,Carrasco,Montevideo,15598168,OLMEDOJORGE61,False,2019,180000 km,Suzuki,Celerio,,Nafta,Manual,Rojo,5,1000 cc
MLU1336028154,Chevrolet Onix Plus 1.0t Lt,16000,USD,used,2026-04-24T18:00:02.914Z,https://auto.mercadolibre.com.uy/MLU-1336028154-chevrolet-onix-plus-10t-lt-_JM,http://http2.mlstatic.com/D_986600-MLU109943233002_042026-I.jpg,Villa Española,Montevideo,41862861,ALEMIFA,False,2023,28700 km,Chevrolet,Onix plus,,Nafta,Manual,Gris,4,1000 cc
MLU1336103436,Geely Ck 1.0 2014,6500,USD,used,2026-04-24T13:04:03.287Z,https://auto.mercadolibre.com.uy/MLU-1336103436-geely-ck-10-2014-_JM,http://http2.mlstatic.com/D_869918-MLU109936338602_042026-I.jpg,Villa Felicidad,Canelones,341517258,GENA123,False,2014,180000 km,Geely,CK,,Nafta,Manual,Gris,5,
MLU1336069696,Vendo Picanto 1.0 Todo Al Dia,8250,USD,used,2026-04-24T21:32:44.818Z,https://auto.mercadolibre.com.uy/MLU-1336069696-vendo-picanto-10-todo-al-dia-_JM,http://http2.mlstatic.com/D_792706-MLU109949523342_042026-I.jpg,Montevideo,Montevideo,21509490,FERNMARQUES,False,2015,116000 km,Kia,Picanto,,Nafta,Manual,Gris,5,
MLU1336039502,Volkswagen Saveiro Diesel 1.9,6500,USD,used,2026-04-24T15:15:16.354Z,https://auto.mercadolibre.com.uy/MLU-1336039502-volkswagen-saveiro-diesel-19-_JM,http://http2.mlstatic.com/D_847775-MLU109940390936_042026-I.jpg,Ciudad de la Costa,Canelones,166359114,GRUPOALER2014,True,2006,400000 km,Volkswagen,Saveiro,,Diésel,Manual,Gris,2,
MLU1336105982,Volkswagen Gol 1.6 Highline,15900,USD,used,2026-04-24T17:45:31.719Z,https://auto.mercadolibre.com.uy/MLU-1336105982-volkswagen-gol-16-highline-_JM,http://http2.mlstatic.com/D_967941-MLU110848887053_042026-I.jpg,Barra de Carrasco,Canelones,112785855,JOACOTAR,False,2021,54000 km,Volkswagen,Gol,,Nafta,Manual,Blanco,5,1600 cc
MLU1336043850,Volkswagen Tiguan 1.4 Tsi Allspace Highline At 7pas,31500,USD,used,2026-04-24T22:27:33.543Z,https://auto.mercadolibre.com.uy/MLU-1336043850-volkswagen-tiguan-14-tsi-allspace-highline-at-7pas-_JM,http://http2.mlstatic.com/D_707403-MLU110856745027_042026-I.jpg,Parque Rodó,Montevideo,73565637,ALFONSOCISA,False,2020,42000 km,Volkswagen,Tiguan,,Nafta,Automática,Rojo,5,1400 cc
MLU1336070228,Citroën C4 Lounge 1.6 Exclusive 6at Thp 165cv Am16,10000,USD,used,2026-04-24T22:50:12.248Z,https://auto.mercadolibre.com.uy/MLU-1336070228-citron-c4-lounge-16-exclusive-6at-thp-165cv-am16-_JM,http://http2.mlstatic.com/D_621107-MLU110856364813_042026-I.jpg,Montevideo,Montevideo,48926239,AGULEITES16,False,2016,194000 km,Citroën,C4 Lounge,,Nafta,Automática,Azul,4,1600 cc
MLU1336030602,Hyundai H350 Furgón 2.5 2016 Muy Bueno!,29900,USD,used,2026-04-24T21:37:44.842Z,https://auto.mercadolibre.com.uy/MLU-1336030602-hyundai-h350-furgon-25-2016-muy-bueno-_JM,http://http2.mlstatic.com/D_680009-MLU109951361702_042026-I.jpg,Montevideo,Montevideo,746930401,VIPERCAR_AUTOMOVILES_8,True,2016,450000 km,Hyundai,H350,,Diésel,Manual,Blanco,5,2500 cc
MLU1336040406,Citroën Berlingo B9 2014 Fullcars,12500,USD,used,2026-04-24T16:22:44.514Z,https://auto.mercadolibre.com.uy/MLU-1336040406-citron-berlingo-b9-2014-fullcars-_JM,http://http2.mlstatic.com/D_738425-MLU109943129846_042026-I.jpg,Juanicó,Canelones,709071681,FULLCARS AUTOMOVILES,True,2014,182000 km,Citroën,Berlingo,,Nafta,Manual,Blanco,4,
MLU1336025944,Volkswagen Gol 1.6 Mi Full,180000,UYU,used,2026-04-24T14:08:21.628Z,https://auto.mercadolibre.com.uy/MLU-1336025944-volkswagen-gol-16-mi-full-_JM,http://http2.mlstatic.com/D_801713-MLU109937220684_042026-I.jpg,Aires Puros,Montevideo,586352909,CABR8404985,False,2006,213000 km,Volkswagen,Gol,,Nafta,Manual,Blanco,3,1600 cc
MLU1336103424,Audi Q3 Quattro 2.0 2015 Impecable! - Roger Cars,22900,USD,used,2026-04-24T13:02:44.026Z,https://auto.mercadolibre.com.uy/MLU-1336103424-audi-q3-quattro-20-2015-impecable-roger-cars-_JM,http://http2.mlstatic.com/D_683434-MLU110840159631_042026-I.jpg,Montevideo,Montevideo,352513008,ROGER_CARS,True,2015,194000 km,Audi,Q3,,Nafta,Automática secuencial,Azul,5,2000 cc
MLU1336106590,Fiat Palio Weekend Trekking 1.4 Mt 2017,11490,USD,used,2026-04-24T18:52:41.432Z,https://auto.mercadolibre.com.uy/MLU-1336106590-fiat-palio-weekend-trekking-14-mt-2017-_JM,http://http2.mlstatic.com/D_824262-MLU109947326980_042026-I.jpg,Carrasco,Montevideo,145714851,USADOSRONDEAU,True,2017,124888 km,Fiat,Palio Weekend,,Nafta,Manual,GRIS PLATA,5,1400 cc
MLU1336065306,Audi A3 1.8 T Fsi Stronic 180cv,22990,USD,used,2026-04-24T14:40:44.508Z,https://auto.mercadolibre.com.uy/MLU-1336065306-audi-a3-18-t-fsi-stronic-180cv-_JM,http://http2.mlstatic.com/D_916388-MLU110840804315_042026-I.jpg,Shangrilá,Canelones,216349107,GOMOTORS2024,True,2014,120000 km,Audi,A3,,Nafta,Automática,Marrón,3,1800 cc
MLU1336029898,Volkswagen T-cross 1.0 Tsi Comfortline At,29500,USD,used,2026-04-24T20:30:19.674Z,https://auto.mercadolibre.com.uy/MLU-1336029898-volkswagen-t-cross-10-tsi-comfortline-at-_JM,http://http2.mlstatic.com/D_619542-MLU109948799706_042026-I.jpg,Montevideo,Montevideo,115951393,HANGAR-MOTORS,True,2026,3000 km,Volkswagen,T-Cross,,Nafta,Automática,Negro,5,1000 cc
MLU1336106958,Fiat Strada Volcano At 1.3 2025 Impecable! Aerocar,19490,USD,used,2026-04-24T19:22:44.178Z,https://auto.mercadolibre.com.uy/MLU-1336106958-fiat-strada-volcano-at-13-2025-impecable-aerocar-_JM,http://http2.mlstatic.com/D_804416-MLU110852405225_042026-I.jpg,Paso de Carrasco,Canelones,2136289208,AEROCAR_2025,True,2025,23000 km,Fiat,Strada,,Nafta,Automática secuencial,Blanco,4,1300 cc
MLU1336108904,Suzuki Celerio 1.0 Gl 5p,480000,UYU,used,2026-04-24T22:50:39.101Z,https://auto.mercadolibre.com.uy/MLU-1336108904-suzuki-celerio-10-gl-5p-_JM,http://http2.mlstatic.com/D_891243-MLU110854968483_042026-I.jpg,Belvedere,Montevideo,60291752,RODRIGUEZLAURA02,False,2024,56258 km,Suzuki,Celerio,,Nafta,Manual,Gris,5,1000 cc
MLU1336067066,Motor 1200 - Full Equipo - Aire - Airbags -dir. Hidráulica,9500,USD,used,2026-04-24T17:20:02.345Z,https://auto.mercadolibre.com.uy/MLU-1336067066-motor-1200-full-equipo-aire-airbags-dir-hidraulica-_JM,http://http2.mlstatic.com/D_660858-MLU109943070458_042026-I.jpg,Carrasco,Montevideo,43916491,RAULZORRILLA,False,2012,171000 km,Suzuki,Dzire,,Nafta,Manual,Plateado,5,
MLU1336066174,Volkswagen Bora 1.8 Highline T 180cv Cuero,16500,USD,used,2026-04-24T15:46:31.021Z,https://auto.mercadolibre.com.uy/MLU-1336066174-volkswagen-bora-18-highline-t-180cv-cuero-_JM,http://http2.mlstatic.com/D_851943-MLU110843859281_042026-I.jpg,Canelones,Canelones,174473733,REGUEIRAPABLO,False,2013,151000 km,Volkswagen,Bora,,Nafta,Manual,Gris,4,1800 cc
MLU1336025650,Nissan Versa 1.6 Drive,10990,USD,used,2026-04-24T13:34:20.775Z,https://auto.mercadolibre.com.uy/MLU-1336025650-nissan-versa-16-drive-_JM,http://http2.mlstatic.com/D_664525-MLU109937239128_042026-I.jpg,Malvin,Montevideo,176956991,BACCIMAXI,False,2018,17500 km,Nissan,Versa,,Nafta,Manual,Rojo,4,1600 cc
MLU1336070380,Ford Ka 1.6 Action,4600,USD,used,2026-04-24T23:22:19.03Z,https://auto.mercadolibre.com.uy/MLU-1336070380-ford-ka-16-action-_JM,http://http2.mlstatic.com/D_653344-MLU110856640075_042026-I.jpg,Aguada,Montevideo,478986111,EVAALEZ,False,2008,150 km,Ford,Ka,,Nafta,Manual,Negro,3,1600 cc
MLU1336025654,Ford Focus 2.0 Titanium At,17500,USD,used,2026-04-24T13:34:49.426Z,https://auto.mercadolibre.com.uy/MLU-1336025654-ford-focus-20-titanium-at-_JM,http://http2.mlstatic.com/D_722007-MLU110840017345_042026-I.jpg,Brazo Oriental,Montevideo,393926829,DIFA5055128,False,2019,108000 km,Ford,Focus,,Nafta,Automática,Rojo,5,2000 cc
MLU1336029268,Suzuki Swift 1.2 Hybrid Dualjet Shvs Gls Mt,19800,USD,used,2026-04-24T19:40:17.441Z,https://auto.mercadolibre.com.uy/MLU-1336029268-suzuki-swift-12-hybrid-dualjet-shvs-gls-mt-_JM,http://http2.mlstatic.com/D_749489-MLU110851298145_042026-I.jpg,La Floresta,Canelones,163856272,CASELLAIGNACIO,False,2024,69000 km,Suzuki,Swift,,Híbrido,Manual,Gris,5,1200 cc
MLU1336028362,Suzuki Swift 1.2 Hybrid Dualjet Shvs Gls Mt,20300,USD,used,2026-04-24T18:22:32.063Z,https://auto.mercadolibre.com.uy/MLU-1336028362-suzuki-swift-12-hybrid-dualjet-shvs-gls-mt-_JM,http://http2.mlstatic.com/D_613170-MLU109946123856_042026-I.jpg,Aguada,Montevideo,74766935,AGUSTNBERRIEL,False,2024,31400 km,Suzuki,Swift,,Híbrido,Manual,Blanco,5,1200 cc
MLU1336108388,Audi Q5 Advanced Plus 2.0 2021 Excelente Estado,51000,USD,used,2026-04-24T21:27:44.012Z,https://auto.mercadolibre.com.uy/MLU-1336108388-audi-q5-advanced-plus-20-2021-excelente-estado-_JM,http://http2.mlstatic.com/D_665162-MLU110855172211_042026-I.jpg,Montevideo,Montevideo,207427421,KAITAZOFF MOTORS.,True,2021,60000 km,Audi,Q5,,Nafta,Automática,Bordó,5,2000 cc
MLU1336028132,Chevrolet S 10  4x2 Doble Cabina Maxiom 2.5lts,4900,USD,used,2026-04-24T17:57:55.355Z,https://auto.mercadolibre.com.uy/MLU-1336028132-chevrolet-s-10-4x2-doble-cabina-maxiom-25lts-_JM,http://http2.mlstatic.com/D_896481-MLU110848947419_042026-I.jpg,El Pinar,Canelones,802116710,CACE7967340,False,1998,300000 km,Chevrolet,S-10,,Diésel,Manual,Verde,4,2800 cc
MLU1336064208,Chevrolet Spark Con Pantalla,6000,USD,used,2026-04-24T11:58:53.359Z,https://auto.mercadolibre.com.uy/MLU-1336064208-chevrolet-spark-con-pantalla-_JM,http://http2.mlstatic.com/D_875547-MLU109934027864_042026-I.jpg,Canelones,Canelones,35785106,IDG098,False,2014,250000 km,Chevrolet,Spark,,Nafta,,Gris,5,
MLU1336041512,Hyundai I10 1.0 Gl 5p,9800,USD,used,2026-04-24T18:46:46.921Z,https://auto.mercadolibre.com.uy/MLU-1336041512-hyundai-i10-10-gl-5p-_JM,http://http2.mlstatic.com/D_705500-MLU110849831707_042026-I.jpg,Prado,Montevideo,77528586,G Arispe Automotores,True,2018,165000 km,Hyundai,i10,,Nafta,Manual,Blanco,5,1000 cc
MLU1336025522,"Oportunidad!! Citroen C Elysee Muy Buen Estado, Gasolero",6800,USD,used,2026-04-24T13:15:48.631Z,https://auto.mercadolibre.com.uy/MLU-1336025522-oportunidad-citroen-c-elysee-muy-buen-estado-gasolero-_JM,http://http2.mlstatic.com/D_946727-MLU110837649901_042026-I.jpg,Tres Cruces,Montevideo,169790150,LUKINHOBOLSO,False,2022,337000 km,Citroën,C-Elysée,,Diésel,Manual,Blanco,5,1600 cc
MLU1336065974,Chevrolet Prisma 1.0 Lt 78cv,14000,USD,used,2026-04-24T15:35:38.121Z,https://auto.mercadolibre.com.uy/MLU-1336065974-chevrolet-prisma-10-lt-78cv-_JM,http://http2.mlstatic.com/D_635671-MLU109938637810_042026-I.jpg,La Paz,Canelones,1617098511,SIJE20240101121113,False,2019,76000 km,Chevrolet,Prisma,,Nafta,Manual,Gris,4,1000 cc
MLU1336025926,Suzuki Swift Sport 1.6,17800,USD,used,2026-04-24T14:06:27.454Z,https://auto.mercadolibre.com.uy/MLU-1336025926-suzuki-swift-sport-16-_JM,http://http2.mlstatic.com/D_760610-MLU110839252875_042026-I.jpg,Punta Gorda,Montevideo,281303111,MODI7831965,False,2015,95000 km,Suzuki,Swift,,Nafta,Manual,Gris,5,
MLU1336025956,Camioneta Dible Cabina 4x4,19200,USD,used,2026-04-24T14:10:01.295Z,https://auto.mercadolibre.com.uy/MLU-1336025956-camioneta-dible-cabina-4x4-_JM,http://http2.mlstatic.com/D_754197-MLU110841598335_042026-I.jpg,Carrasco,Montevideo,22077065,GEV2011,False,2022,77000 km,Renault,Oroch,,Nafta,Manual,Gris,4,
MLU1336043862,Chevrolet Onix 1.0 Ls 78cv,14000,USD,used,2026-04-24T22:31:10.419Z,https://auto.mercadolibre.com.uy/MLU-1336043862-chevrolet-onix-10-ls-78cv-_JM,http://http2.mlstatic.com/D_845978-MLU110854932765_042026-I.jpg,Buceo,Montevideo,75471655,EMIALVAREZ2009,False,2023,45000 km,Chevrolet,Onix,,Nafta,Manual,Gris,5,1000 cc
MLU1336065174,Renault Kwid 1.0 Sce 66cv Zen,9500,USD,used,2026-04-24T14:25:26.216Z,https://auto.mercadolibre.com.uy/MLU-1336065174-renault-kwid-10-sce-66cv-zen-_JM,http://http2.mlstatic.com/D_803226-MLU109938588790_042026-I.jpg,Pocitos,Montevideo,733995602,RAZQUINKARINA,False,2018,72000 km,Renault,Kwid,,Nafta,Manual,Rojo,5,1000 cc
MLU1336025838,"Gwm Ora 03 Ora 3 Skin 400 47,78 Kwh 2026 0km ",23490,USD,new,2026-04-24T13:57:43.948Z,https://auto.mercadolibre.com.uy/MLU-1336025838-gwm-ora-03-ora-3-skin-400-4778-kwh-2026-0km-_JM,http://http2.mlstatic.com/D_797531-MLU109939703900_042026-I.jpg,Pando,Canelones,335761224,NISSANMOREIRA,True,2026,0 km,GWM,Ora 03,,Eléctrico,Automática,Negro,5,
MLU1336109094,Nissan Sentra 2.0 Sr Cvt,31900,USD,used,2026-04-24T23:36:07.493Z,https://auto.mercadolibre.com.uy/MLU-1336109094-nissan-sentra-20-sr-cvt-_JM,http://http2.mlstatic.com/D_714942-MLU110856700843_042026-I.jpg,Cerro,Montevideo,1018542807,AGPA1934024,False,2024,27000 km,Nissan,Sentra,,Nafta,Automática,Blanco,4,2000 cc
MLU1336040242,Ford Escort 1.8 Lx D,4500,USD,used,2026-04-24T16:07:44.755Z,https://auto.mercadolibre.com.uy/MLU-1336040242-ford-escort-18-lx-d-_JM,http://http2.mlstatic.com/D_621150-MLU110843866609_042026-I.jpg,Montevideo,Montevideo,2499810162,GO20250615002427,False,1997,95000 km,Ford,Escort,,Nafta,Manual,Negro,5,1800 cc
MLU1336070054,Volkswagen Gol,9900,USD,used,2026-04-24T22:19:10.802Z,https://auto.mercadolibre.com.uy/MLU-1336070054-volkswagen-gol-_JM,http://http2.mlstatic.com/D_825470-MLU110856357317_042026-I.jpg,La Comercial,Montevideo,285306157,TAMARAMENCIONES,False,2010,92000 km,Volkswagen,Gol,,Nafta,Manual,Gris,5,1600 cc
MLU1336065984,Volkswagen Gol 1.6 Highline,17700,USD,used,2026-04-24T15:36:31.944Z,https://auto.mercadolibre.com.uy/MLU-1336065984-volkswagen-gol-16-highline-_JM,http://http2.mlstatic.com/D_997701-MLU109938521162_042026-I.jpg,Carrasco,Montevideo,176608827,GUADADELVA,False,2022,48000 km,Volkswagen,Gol,,Nafta,Manual,Blanco,5,1600 cc
MLU1336030356,Susuki Celerio....,8800,USD,used,2026-04-24T21:06:49.9Z,https://auto.mercadolibre.com.uy/MLU-1336030356-susuki-celerio-_JM,http://http2.mlstatic.com/D_720093-MLU110853045509_042026-I.jpg,El Pinar,Canelones,266715889,MAIRASANTOS24,False,2016,153000 km,Suzuki,Celerio,,Nafta,Manual,Azul,4,1000 cc
MLU1336044168,Chevrolet Joy 1.0 Joy Hb 78cv,13000,USD,used,2026-04-24T23:41:59.576Z,https://auto.mercadolibre.com.uy/MLU-1336044168-chevrolet-joy-10-joy-hb-78cv-_JM,http://http2.mlstatic.com/D_620984-MLU109953202194_042026-I.jpg,Salinas,Canelones,244739476,DOTATHOR,False,2023,48000 km,Chevrolet,Joy,,Nafta,Manual,Rojo,5,1000 cc
MLU1336067096,Honda Cr-v Fh Exl 2.0 Awd 2025 Excelente!,63990,USD,used,2026-04-24T17:22:44.276Z,https://auto.mercadolibre.com.uy/MLU-1336067096-honda-cr-v-fh-exl-20-awd-2025-excelente-_JM,http://http2.mlstatic.com/D_985166-MLU110848624003_042026-I.jpg,Montevideo,Montevideo,31465748,CALIFANO AUTOMOVILES,True,2025,3363 km,Honda,CR-V,,Híbrido,Automática,Gris oscuro,5,2000 cc
MLU1336030970,Volkswagen Saveiro 1.6 Base,6000,USD,used,2026-04-24T22:33:51.425Z,https://auto.mercadolibre.com.uy/MLU-1336030970-volkswagen-saveiro-16-base-_JM,http://http2.mlstatic.com/D_649762-MLU110856392771_042026-I.jpg,Shangrilá,Canelones,22474157,FAVA125,False,2008,130000 km,Volkswagen,Saveiro,,Nafta,Manual,Plateado,2,1600 cc
MLU1336108414,Geely Gx3 1.5,15400,USD,used,2026-04-24T21:31:44.1Z,https://auto.mercadolibre.com.uy/MLU-1336108414-geely-gx3-15-_JM,http://http2.mlstatic.com/D_679967-MLU110854886939_042026-I.jpg,Villa del Cerro,Montevideo,2417266470,BASTIAN552,False,2023,27553 km,Geely,GX3,,Nafta,Manual,Blanco,4,1500 cc
MLU1336040314,Fiat Uno Atractive,11200,USD,used,2026-04-24T16:16:05.861Z,https://auto.mercadolibre.com.uy/MLU-1336040314-fiat-uno-atractive-_JM,http://http2.mlstatic.com/D_751870-MLU110843661351_042026-I.jpg,Atlántida,Canelones,183444375,AGLU5085999,False,2018,98909 km,Fiat,Uno,,Nafta,Manual,Rojo,5,
MLU1336031048,Chevrolet Corsa Classic Std 1.4,5800,USD,used,2026-04-24T22:45:29.775Z,https://auto.mercadolibre.com.uy/MLU-1336031048-chevrolet-corsa-classic-std-14-_JM,http://http2.mlstatic.com/D_780019-MLU110854938465_042026-I.jpg,Perez Castellanos,Montevideo,1149828684,ROYTI042,False,2010,164325 km,Chevrolet,Corsa,,Nafta,Manual,Plateado,5,1400 cc
MLU1336040318,Chevrolet Ónix Ls 1.2,13500,USD,used,2026-04-24T16:16:41.55Z,https://auto.mercadolibre.com.uy/MLU-1336040318-chevrolet-onix-ls-12-_JM,http://http2.mlstatic.com/D_772729-MLU110844137007_042026-I.jpg,Jardines Hipódromo,Montevideo,240108429,EMILIO LEWKO,False,2020,75600 km,Chevrolet,Onix,,Nafta,Manual,Rojo,5,
MLU1336043754,Citroën C3 1.4 I Sx Pack Premium Am74,8700,USD,used,2026-04-24T22:17:20.049Z,https://auto.mercadolibre.com.uy/MLU-1336043754-citron-c3-14-i-sx-pack-premium-am74-_JM,http://http2.mlstatic.com/D_948394-MLU110854104393_042026-I.jpg,Montes de Solymar,Canelones,147313346,NATHANPERLA,False,2012,147000 km,Citroën,C3,,Nafta,Manual,Rojo,5,1400 cc
MLU1336066340,Mitsubishi Colt 1.5 Glx,120000,UYU,used,2026-04-24T15:56:41.702Z,https://auto.mercadolibre.com.uy/MLU-1336066340-mitsubishi-colt-15-glx-_JM,http://http2.mlstatic.com/D_918877-MLU110844131265_042026-I.jpg,Paso de la Arena,Montevideo,1994670331,GF20240918045053,False,1994,200000 km,Mitsubishi,Colt,,Nafta,Manual,Rojo,3,1500 cc
MLU1336043754,Citroën C3 1.4 I Sx Pack Premium Am74,8700,USD,used,2026-04-24T22:17:20.049Z,https://auto.mercadolibre.com.uy/MLU-1336043754-citron-c3-14-i-sx-pack-premium-am74-_JM,http://http2.mlstatic.com/D_948394-MLU110854104393_042026-I.jpg,Montes de Solymar,Canelones,147313346,NATHANPERLA,False,2012,147000 km,Citroën,C3,,Nafta,Manual,Rojo,5,1400 cc
MLU1336066340,Mitsubishi Colt 1.5 Glx,120000,UYU,used,2026-04-24T15:56:41.702Z,https://auto.mercadolibre.com.uy/MLU-1336066340-mitsubishi-colt-15-glx-_JM,http://http2.mlstatic.com/D_918877-MLU110844131265_042026-I.jpg,Paso de la Arena,Montevideo,1994670331,GF20240918045053,False,1994,200000 km,Mitsubishi,Colt,,Nafta,Manual,Rojo,3,1500 cc
MLU1336039112,Deepal S5 Ev (100% Eléctrico) 175 Kw! Entrega Inmediata !,36400,USD,used,2026-04-24T14:31:26.525Z,https://auto.mercadolibre.com.uy/MLU-1336039112-deepal-s5-ev-100-electrico-175-kw-entrega-inmediata--_JM,http://http2.mlstatic.com/D_962306-MLU110841603597_042026-I.jpg,La Blanqueada,Montevideo,1019992955,DIEGO IGLESIAS.AUTOMÓVILES,True,2026,12000 km,deepal,S5,,Eléctrico,Automática,Gris,5,
MLU1336041206,Volkswagen Polo Highline Full 1.6 2015,11500,USD,used,2026-04-24T18:13:59.529Z,https://auto.mercadolibre.com.uy/MLU-1336041206-volkswagen-polo-highline-full-16-2015-_JM,http://http2.mlstatic.com/D_717062-MLU109945014370_042026-I.jpg,Nuevo París,Montevideo,231353122,PESI3540860,False,2015,90000 km,Volkswagen,Polo,,Nafta,Automática,Rojo,4,
MLU1336069688,Renault R12 1.4 Tl 1981,3800,USD,used,2026-04-24T21:31:00.013Z,https://auto.mercadolibre.com.uy/MLU-1336069688-renault-r12-14-tl-1981-_JM,http://http2.mlstatic.com/D_972577-MLU109949652126_042026-I.jpg,Parque del Plata,Canelones,76176626,BERBLENGIO,False,1988,98000 km,Renault,R12,,Nafta,Manual,Amarillo,4,1400 cc
MLU1336042516,Fiat Siena 1.4 Fire Da,5900,USD,used,2026-04-24T20:08:55.721Z,https://auto.mercadolibre.com.uy/MLU-1336042516-fiat-siena-14-fire-da-_JM,http://http2.mlstatic.com/D_899052-MLU110851340417_042026-I.jpg,Toledo,Canelones,1791374089,HIERROS CHALAR,False,2010,588958 km,Fiat,Siena,,Nafta,Manual,Negro,4,1400 cc
MLU1336066298,Byd F3 1.5 Gli,8200,USD,used,2026-04-24T15:54:17.329Z,https://auto.mercadolibre.com.uy/MLU-1336066298-byd-f3-15-gli-_JM,http://http2.mlstatic.com/D_881312-MLU109938520122_042026-I.jpg,Cerro,Montevideo,165636768,LOCA4972114,False,2010,188000 km,BYD,F3,,Nafta,Manual,Blanco,4,1500 cc
MLU1336038412,Bmw 320 2.0 Retira Con Usd - Galbo,18900,USD,used,2026-04-24T12:52:44.32Z,https://auto.mercadolibre.com.uy/MLU-1336038412-bmw-320-20-retira-con-usd-galbo-_JM,http://http2.mlstatic.com/D_732046-MLU109936511670_042026-I.jpg,Montevideo,Montevideo,149216512,GALBO MOTORS,True,1981,324000 km,BMW,Serie 3,,Nafta,Manual,Blanco,2,2000 cc
MLU1336108412,Suzuki Dzire 1.2 Gl 4p At,14500,USD,used,2026-04-24T21:31:32.207Z,https://auto.mercadolibre.com.uy/MLU-1336108412-suzuki-dzire-12-gl-4p-at-_JM,http://http2.mlstatic.com/D_674137-MLU110852963601_042026-I.jpg,La Tahona,Canelones,127551764,LETICIAFASULO,False,2021,61000 km,Suzuki,Dzire,,Nafta,Automática,Blanco,4,1200 cc
MLU1336027266,Opel Astra 1.4 Año 93 A Inyección,4300,USD,used,2026-04-24T16:04:23.173Z,https://auto.mercadolibre.com.uy/MLU-1336027266-opel-astra-14-ano-93-a-inyeccion-_JM,http://http2.mlstatic.com/D_924089-MLU109940282242_042026-I.jpg,Melilla,Montevideo,483410862,VAMA3465100,False,1993,186370 km,Opel,Astra,,Nafta,Manual,Rojo,4,1600 cc
MLU1336043842,Camioneta Cabina Simple Con Caja Larga En Perfecto Estado,7800,USD,used,2026-04-24T22:26:31.386Z,https://auto.mercadolibre.com.uy/MLU-1336043842-camioneta-cabina-simple-con-caja-larga-en-perfecto-estado-_JM,http://http2.mlstatic.com/D_676654-MLU109949983732_042026-I.jpg,Montevideo,Montevideo,207464316,LAMOGLIEANTONHY,False,2019,94000 km,Changan,Camioneta cabina simple con caja,,Nafta,Manual,Blanco,2,
MLU1336066952,Volvo Xc90 T8 Recharged,86000,USD,used,2026-04-24T17:05:03.114Z,https://auto.mercadolibre.com.uy/MLU-1336066952-volvo-xc90-t8-recharged-_JM,http://http2.mlstatic.com/D_733201-MLU109940395174_042026-I.jpg,Bella Vista,Montevideo,506914088,VIMA6104702,False,2023,23000 km,Volvo,EX90,,Híbrido,Automática,Dorado,5,
MLU1336070210,"Jeep Cj5, 4x4, Año 1969 A Nafta",10800,USD,used,2026-04-24T22:44:37.07Z,https://auto.mercadolibre.com.uy/MLU-1336070210-jeep-cj5-4x4-ano-1969-a-nafta-_JM,http://http2.mlstatic.com/D_714476-MLU110854873551_042026-I.jpg,Montevideo,Montevideo,21324052,ROBERTOAREAL,False,2001,11111 km,Jeep,CJ5,,Nafta,Manual,Verde,2,
